"nmqm","wfl.gekappt","bj","WL","Zentral","Gebtyp.23","Modern.Boden","Boden.Fak","kue.score.23","bad.score23","Fussboden.Heizung"
7.97,140,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
10.67,113,1983,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
14.17,72,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
19.59,74,1957.5,"durchschnittliche",1,"anderer",0,"wedernoch",0,2,0
21.75,73,1918,"gute",1,"anderer",0,"gut",0,0,0
18.54,53,1918,"gute",1,"anderer",0,"gut",0,1,0
16.54,72,1957.5,"gute",1,"anderer",0,"gut",2,0,0
22.83,99,2018,"durchschnittliche",1,"anderer",0,"gut",3,2,1
12.5,110,1918,"gute",1,"anderer",0,"gut",0,0,0
13.71,35,1993.5,"gute",1,"anderer",0,"gut",2,0,0
19.56,95,1918,"gute",1,"anderer",0,"wedernoch",1,1,0
16.06,66,1918,"gute",1,"anderer",0,"gut",0,0,0
26.13,75,1957.5,"gute",1,"anderer",0,"gut",3,2,0
16.87,71,1918,"gute",1,"anderer",0,"gut",0,0,0
14.79,70,1918,"gute",1,"anderer",0,"gut",0,0,0
16.62,64,1918,"gute",1,"anderer",0,"gut",3,2,0
12.05,50,1957.5,"gute",1,"anderer",0,"gut",0,0,0
11.77,54,2012.5,"gute",1,"Wohnblock",0,"wedernoch",0,0,0
15.84,101,2012.5,"gute",1,"anderer",0,"gut",0,2,1
17.31,52,1957.5,"gute",1,"anderer",1,"gut",0,0,0
13.8,87,1939,"gute",1,"Wohnblock",0,"wedernoch",0,1,0
14.47,70,1918,"gute",1,"Wohnblock",0,"gut",0,0,0
19,50,1918,"gute",1,"anderer",1,"gut",3,1,0
10.31,75,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
11.25,80,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
10.53,75,1993.5,"gute",1,"anderer",1,"gut",0,1,0
10.48,87,1918,"gute",1,"anderer",0,"gut",0,1,0
10.72,69,1939,"gute",1,"anderer",0,"gut",0,0,0
13.56,73,1939,"gute",1,"anderer",0,"gut",3,1,0
15.22,92,1993.5,"gute",1,"anderer",0,"gut",3,2,0
12.44,71,1918,"gute",1,"anderer",0,"gut",0,0,0
15.97,67,1957.5,"gute",0,"anderer",0,"gut",0,1,0
9.76,125,1924,"gute",0,"Wohnblock",0,"gut",0,1,0
13.5,50,1972,"durchschnittliche",0,"anderer",0,"gut",1,0,0
16.5,84,1993.5,"beste",0,"anderer",0,"gut",3,2,0
15.44,68,2012.5,"gute",0,"anderer",0,"gut",3,2,1
12.88,55,1957.5,"gute",0,"Wohnblock",0,"gut",0,0,0
8.83,83,1972,"gute",0,"anderer",0,"gut",0,0,0
13.96,140,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
15.3,70,2012.5,"gute",0,"anderer",0,"gut",0,2,0
17.38,90,1993.5,"beste",0,"anderer",0,"gut",0,0,1
15.79,95,1983,"beste",0,"anderer",0,"gut",0,2,0
14.62,83,2012.5,"gute",0,"anderer",0,"gut",0,2,1
22.92,24,1957.5,"beste",0,"anderer",1,"gut",0,0,0
20.83,48,1924,"beste",0,"anderer",0,"gut",0,0,0
21.23,73,1983,"gute",0,"anderer",1,"gut",0,2,0
17.06,85,1957.5,"beste",0,"anderer",0,"gut",0,2,0
22,75,1972,"beste",0,"anderer",0,"gut",0,0,0
13.33,66,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.06,60,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
13.57,56,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.63,82,1957.5,"gute",1,"anderer",0,"gut",0,1,0
18.97,68,1918,"beste",1,"anderer",0,"gut",0,1,0
13.19,72,1918,"beste",1,"anderer",0,"gut",0,1,0
12.58,64,1918,"beste",1,"anderer",0,"gut",0,2,0
22.81,32,1957.5,"beste",1,"anderer",0,"gut",0,0,0
9.4,47,1924,"gute",0,"anderer",0,"wedernoch",0,0,0
6.02,70,1939,"durchschnittliche",0,"anderer",0,"gut",0,0,0
11.26,99,1918,"gute",0,"anderer",0,"gut",0,1,0
11.5,64,1918,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
13.39,56,1918,"durchschnittliche",0,"anderer",0,"gut",0,1,0
6.31,109,1924,"gute",0,"anderer",1,"gut",0,1,0
8.54,68,1918,"gute",0,"anderer",0,"gut",1,0,0
13.47,67,1957.5,"gute",0,"anderer",0,"gut",0,0,0
15.23,134,1918,"beste",1,"anderer",0,"gut",0,2,0
11.53,48,1972,"beste",1,"anderer",0,"gut",1,1,0
19.69,81,1983,"beste",1,"anderer",0,"gut",0,0,0
17.44,86,1957.5,"beste",1,"anderer",0,"gut",0,1,0
13.8,42,1957.5,"beste",1,"anderer",0,"gut",1,0,0
23.6,160,1918,"gute",1,"anderer",0,"wedernoch",0,2,0
17.82,103,1918,"gute",1,"anderer",0,"gut",2,3,0
13.25,91,1983,"beste",1,"anderer",0,"gut",0,0,0
15.44,68,1993.5,"beste",1,"anderer",0,"gut",2,1,0
7.06,35,1939,"durchschnittliche",0,"Wohnblock",1,"gut",0,1,0
11.18,63,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,2,0
16.63,32,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.61,67,1972,"gute",0,"anderer",0,"einfach",0,0,0
17.83,88,1939,"durchschnittliche",0,"anderer",1,"gut",3,3,0
13.2,50,1924,"durchschnittliche",0,"Wohnblock",0,"einfach",0,0,0
14.18,98,1939,"gute",1,"anderer",0,"gut",0,1,0
12.25,80,1957.5,"gute",1,"anderer",0,"einfach",0,0,0
18.26,92,1957.5,"gute",1,"Hochhaus",0,"gut",0,1,0
18.13,80,2012.5,"gute",1,"anderer",0,"gut",0,2,1
15,72,1939,"gute",1,"Wohnblock",0,"gut",0,1,0
14.43,61,1957.5,"gute",1,"Hochhaus",0,"gut",0,0,0
21.2,103,1924,"gute",1,"anderer",0,"gut",3,2,0
19.88,81,2003.5,"gute",1,"anderer",0,"gut",3,2,1
10.33,58,1957.5,"gute",1,"anderer",0,"gut",2,1,0
17.1,62,1957.5,"gute",1,"anderer",0,"gut",3,0,0
12.71,120,1918,"gute",1,"anderer",0,"gut",0,0,0
14.72,50,1918,"gute",1,"anderer",0,"gut",1,2,0
15,50,1957.5,"gute",1,"anderer",0,"gut",2,0,1
4.02,127,1918,"gute",1,"Wohnblock",0,"wedernoch",0,1,0
13.49,77,1957.5,"gute",1,"anderer",0,"wedernoch",1,0,0
12.47,79,1993.5,"gute",1,"anderer",0,"wedernoch",0,0,1
13.96,48,1957.5,"gute",1,"anderer",1,"gut",1,1,0
17.19,160,1918,"gute",1,"anderer",0,"wedernoch",0,2,0
11.74,80,1957.5,"gute",1,"anderer",0,"gut",1,1,0
13.86,103,1924,"gute",1,"anderer",0,"gut",0,0,0
14.42,46,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
10.25,53,1918,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,1,0
16.36,88,1957.5,"beste",0,"anderer",0,"wedernoch",3,0,0
16.44,45,2018,"durchschnittliche",0,"anderer",0,"gut",2,1,1
14.05,60,2012.5,"gute",0,"anderer",0,"gut",3,2,1
24.32,79,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,0,1
15.48,90,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
16.43,57,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
19.22,102,2003.5,"gute",0,"anderer",0,"gut",0,2,1
8.95,55,1972,"gute",0,"anderer",0,"gut",0,1,0
13.62,58,1972,"gute",0,"Wohnblock",0,"gut",0,1,0
9.86,80,1957.5,"gute",0,"Hochhaus",0,"gut",0,0,1
9.81,150,1957.5,"gute",0,"anderer",0,"einfach",0,2,0
12.75,51,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
18.17,63,1957.5,"gute",0,"anderer",0,"gut",0,2,0
9.11,100,1993.5,"gute",0,"anderer",0,"gut",0,1,0
19.05,63,2012.5,"gute",0,"anderer",0,"wedernoch",0,2,1
17.94,68,2018,"gute",0,"anderer",0,"gut",0,1,1
11.07,86,1972,"gute",0,"Wohnblock",0,"wedernoch",0,1,0
14.51,63,2003.5,"gute",0,"anderer",0,"gut",0,1,1
7.8,40,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
14.26,27,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.32,60,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
12.64,36,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.83,41,1983,"durchschnittliche",0,"anderer",0,"gut",3,1,0
12.5,60,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
22.53,98,1939,"durchschnittliche",0,"anderer",0,"gut",1,3,1
9.07,98,1918,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
12.67,57,1939,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
11.72,53,1939,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
6.44,32,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
13.14,65,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
14,40,1939,"durchschnittliche",0,"Wohnblock",1,"gut",0,1,0
9.45,105,1918,"durchschnittliche",0,"Wohnblock",0,"gut",0,2,0
12.66,50,1918,"durchschnittliche",0,"anderer",0,"gut",1,1,0
14.41,59,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.06,85,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
15.94,69,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,1
10.75,59,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
16.36,47,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
14.36,55,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
5,87,1939,"durchschnittliche",0,"Wohnblock",0,"einfach",0,1,0
11.69,67,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",3,1,0
11.18,104,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
17.07,41,2012.5,"durchschnittliche",0,"anderer",0,"gut",2,1,1
16.79,53,2012.5,"durchschnittliche",0,"anderer",0,"gut",1,1,1
10.65,65,1924,"durchschnittliche",0,"anderer",0,"gut",0,0,0
6,84,1924,"durchschnittliche",1,"anderer",0,"gut",0,1,0
15.44,68,1918,"durchschnittliche",0,"anderer",0,"gut",1,3,0
16.67,27,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
15.04,69,2003.5,"durchschnittliche",1,"anderer",0,"gut",1,2,0
15.03,95,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
10.12,39,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
4.2,59,1972,"durchschnittliche",1,"Wohnblock",0,"gut",0,0,0
16.14,101,1924,"durchschnittliche",1,"anderer",0,"gut",3,1,0
14.04,101,1924,"durchschnittliche",1,"Wohnblock",1,"gut",0,2,0
6.87,76,1924,"durchschnittliche",0,"Wohnblock",1,"gut",0,2,0
7.82,110,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
16.23,53,1957.5,"gute",1,"anderer",0,"gut",0,0,0
7.38,108,1939,"gute",1,"anderer",0,"wedernoch",0,1,0
14.84,95,1918,"gute",1,"anderer",0,"gut",0,1,0
15.02,48,1957.5,"gute",1,"anderer",0,"gut",1,2,0
15.71,70,1983,"gute",1,"anderer",0,"gut",0,0,1
18.28,99,1957.5,"gute",1,"anderer",0,"gut",0,2,0
13.75,145,1918,"gute",1,"anderer",0,"gut",3,3,0
11.25,52,1957.5,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
11.14,87,1939,"gute",1,"anderer",0,"gut",0,1,0
12.91,67,2003.5,"gute",1,"anderer",0,"gut",0,2,0
13.84,86,1918,"durchschnittliche",1,"anderer",1,"gut",0,1,0
11.54,52,1957.5,"durchschnittliche",1,"anderer",0,"gut",3,2,0
20.56,100,1939,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
14.63,59,1983,"gute",1,"anderer",0,"gut",0,0,0
15.85,41,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
15.85,41,1972,"durchschnittliche",0,"anderer",0,"gut",1,0,1
14.45,55,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
17.5,40,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
9.15,113,1957.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,1,0
13.92,120,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,2,0
15.25,32,1972,"durchschnittliche",0,"anderer",0,"gut",1,0,0
11.64,57,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
12.92,60,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
18.83,77,1918,"gute",1,"anderer",0,"gut",2,1,0
18.89,45,1983,"beste",1,"anderer",1,"gut",2,1,0
20,135,1918,"durchschnittliche",1,"anderer",1,"gut",3,3,0
13.01,133,1983,"gute",1,"anderer",0,"gut",0,2,0
8.89,45,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
9.15,118,1918,"gute",1,"anderer",0,"wedernoch",0,2,0
23.37,65,1957.5,"gute",1,"Hochhaus",0,"gut",1,0,0
26.14,145,1983,"gute",1,"anderer",0,"wedernoch",1,3,0
16.63,83,1993.5,"gute",1,"anderer",0,"gut",3,1,0
10.65,101,1918,"gute",1,"anderer",0,"wedernoch",0,1,0
11.8,102,1983,"gute",1,"anderer",0,"wedernoch",0,1,0
23.53,51,1993.5,"durchschnittliche",1,"anderer",1,"wedernoch",3,2,0
16,54,1957.5,"gute",1,"anderer",0,"gut",0,1,0
10.15,65,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
16.95,41,1983,"beste",1,"anderer",0,"gut",0,0,0
26.25,65,1957.5,"beste",1,"anderer",1,"gut",3,1,1
27.48,65,1918,"beste",1,"anderer",0,"gut",3,1,0
23.11,90,1918,"beste",1,"anderer",1,"gut",0,1,1
10.22,105,1924,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,2,0
10.3,97,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
16.92,66,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,2,0
12.94,85,1972,"beste",0,"Wohnblock",0,"gut",0,2,0
20.21,94,1924,"gute",0,"Wohnblock",0,"gut",0,1,0
10.41,52,1957.5,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
17,50,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
11.94,67,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,2,0
14.97,59,1957.5,"durchschnittliche",1,"Wohnblock",0,"gut",0,1,0
11.16,86,1972,"durchschnittliche",1,"anderer",0,"gut",0,0,0
19.29,60,2018,"durchschnittliche",0,"anderer",0,"gut",0,1,1
17.57,90,1993.5,"gute",0,"anderer",0,"wedernoch",3,1,0
11.42,88,2003.5,"gute",0,"anderer",0,"gut",0,2,0
13.91,153,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
13.1,51,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
13.31,108,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
12.78,79,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
19.03,42,2018,"durchschnittliche",0,"anderer",0,"gut",0,2,1
10.52,78,1993.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,0,1
12.45,55,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
11.56,55,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.07,44,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,1,0
6.54,82,1972,"durchschnittliche",0,"Wohnblock",0,"einfach",0,0,0
10.2,71,1957.5,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,1,0
6.61,65,1957.5,"durchschnittliche",0,"anderer",0,"einfach",0,1,0
16.27,79,1972,"durchschnittliche",0,"Hochhaus",0,"gut",3,0,0
10.4,91,1983,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
7.39,88,1972,"durchschnittliche",0,"Wohnblock",0,"einfach",0,0,0
13.56,90,1957.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
15.33,75,1983,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
13.47,75,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
13.47,67,1918,"gute",1,"anderer",0,"gut",0,1,0
19.41,85,1918,"gute",1,"anderer",0,"gut",0,1,0
12.52,110,1918,"gute",1,"anderer",0,"gut",0,0,0
14.78,58,1918,"gute",1,"anderer",0,"gut",0,1,0
19.55,66,2012.5,"gute",1,"anderer",0,"gut",3,2,1
11.69,128,1918,"gute",1,"anderer",0,"gut",0,1,0
24.19,62,2003.5,"gute",1,"anderer",0,"gut",0,1,1
4.62,100,1918,"gute",1,"anderer",0,"wedernoch",0,0,0
13.22,92,1918,"gute",1,"anderer",0,"gut",0,2,0
12.37,97,1918,"durchschnittliche",1,"anderer",0,"gut",2,2,0
12.27,69,1972,"gute",1,"anderer",0,"gut",0,1,0
18.13,48,1918,"gute",1,"anderer",0,"gut",0,1,0
15,47,1957.5,"gute",1,"anderer",0,"gut",0,2,0
22.84,74,1918,"gute",1,"anderer",0,"gut",0,0,0
17.81,73,1918,"gute",1,"anderer",0,"wedernoch",0,2,0
11.4,110,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
16.1,68,1957.5,"gute",1,"anderer",0,"gut",0,0,0
11.94,154,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
15.44,52,1957.5,"durchschnittliche",1,"anderer",0,"gut",2,1,0
17.45,47,1993.5,"durchschnittliche",1,"anderer",0,"gut",1,1,0
10.67,87,1918,"gute",1,"anderer",0,"wedernoch",0,1,0
12.98,104,1918,"gute",1,"anderer",0,"gut",3,2,0
11.11,72,1993.5,"gute",1,"anderer",0,"gut",1,1,0
16.51,109,2012.5,"durchschnittliche",1,"anderer",0,"gut",3,2,1
11.21,146,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,2,0
27.02,27,2018,"gute",1,"anderer",0,"gut",2,0,0
15.38,78,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
9.07,110,1918,"durchschnittliche",1,"anderer",0,"einfach",0,0,0
11.8,46,1957.5,"gute",1,"anderer",0,"gut",0,1,0
12.14,103,1972,"durchschnittliche",0,"anderer",1,"wedernoch",2,2,1
11.35,57,1972,"gute",0,"anderer",0,"einfach",0,0,0
13.6,43,1939,"gute",0,"Wohnblock",0,"gut",1,1,0
10.87,61,1939,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,1
15,32,1972,"gute",0,"anderer",0,"gut",2,1,0
16.67,30,1972,"durchschnittliche",0,"anderer",0,"gut",1,0,0
18.78,37,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",2,0,1
13.14,72,1972,"durchschnittliche",0,"anderer",0,"gut",0,2,0
9.79,55,1972,"durchschnittliche",0,"anderer",0,"gut",1,0,0
9.56,79,1972,"gute",0,"anderer",0,"gut",0,1,0
16.45,67,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
11.19,63,1924,"gute",0,"anderer",0,"gut",1,1,1
19.17,103,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
16.23,73,2003.5,"gute",0,"anderer",0,"gut",0,2,1
7.39,46,1957.5,"gute",0,"anderer",0,"wedernoch",0,1,0
14.84,71,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.76,72,1983,"gute",0,"anderer",0,"gut",0,0,0
13.81,63,1957.5,"gute",0,"anderer",0,"gut",0,0,0
12.71,72,1993.5,"gute",0,"Wohnblock",0,"gut",0,1,1
13.75,72,1993.5,"gute",0,"anderer",0,"gut",0,0,0
11.98,63,2003.5,"gute",0,"anderer",0,"wedernoch",0,0,0
11.5,42,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
12.61,69,1983,"gute",0,"anderer",0,"wedernoch",2,0,1
12.78,54,1957.5,"gute",1,"anderer",0,"gut",0,0,0
10.93,73,1957.5,"gute",1,"anderer",0,"gut",0,0,0
17.05,84,1918,"gute",1,"anderer",0,"gut",0,0,1
15.62,84,2012.5,"durchschnittliche",1,"anderer",0,"gut",0,2,1
22.5,80,1924,"gute",1,"anderer",1,"gut",0,3,0
18.85,87,2012.5,"gute",1,"anderer",0,"wedernoch",0,2,1
10.88,64,1939,"gute",1,"anderer",0,"gut",0,1,0
20.96,78,1957.5,"gute",1,"anderer",0,"gut",0,0,0
13.01,102,1993.5,"gute",1,"anderer",0,"gut",0,0,1
12.72,60,1918,"gute",1,"Wohnblock",0,"gut",0,2,0
11.19,72,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,1,0
19.63,30,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.76,50,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,2,0
12.84,81,1972,"durchschnittliche",0,"Wohnblock",0,"einfach",0,3,0
13.51,56,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
14.2,50,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
12.65,84,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,0
17.25,35,1972,"durchschnittliche",0,"anderer",0,"gut",3,1,0
12.84,58,1972,"durchschnittliche",0,"Hochhaus",0,"gut",3,2,0
24.26,50,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
17.2,100,1918,"gute",1,"anderer",0,"gut",0,1,0
17.44,89,1924,"gute",1,"anderer",1,"gut",0,3,0
12.36,107,1924,"gute",1,"anderer",0,"wedernoch",0,0,0
8.07,67,1957.5,"gute",1,"anderer",0,"gut",0,1,0
14.08,146,1939,"gute",1,"anderer",0,"wedernoch",0,1,0
12.84,63,1993.5,"gute",1,"anderer",0,"einfach",0,0,0
13.75,100,1972,"gute",0,"anderer",0,"wedernoch",0,1,0
12.57,60,1983,"gute",0,"anderer",0,"gut",0,0,0
19.54,87,2020.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,1
15.11,45,2003.5,"gute",0,"anderer",0,"gut",2,1,0
19.97,73,1993.5,"gute",0,"anderer",1,"gut",0,1,1
13.44,64,2012.5,"durchschnittliche",0,"anderer",0,"gut",1,1,1
14.81,54,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
14.78,67,1918,"beste",0,"anderer",0,"gut",0,0,0
9.06,85,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",2,0,0
13.07,75,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,0,0
20.16,75,2018,"gute",0,"anderer",0,"gut",2,2,1
14.17,60,2003.5,"gute",0,"anderer",0,"gut",3,1,1
14.01,96,1993.5,"gute",0,"anderer",0,"wedernoch",2,2,0
11.95,39,1972,"gute",0,"anderer",0,"einfach",0,0,0
16.81,53,2012.5,"gute",0,"anderer",0,"gut",3,2,1
15.06,83,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
19.24,46,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
8.04,60,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
13.25,60,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
18.47,59,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
22.5,60,2020.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",3,1,0
15.52,58,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
11.71,79,1972,"durchschnittliche",0,"anderer",0,"gut",3,0,0
10.67,75,1972,"gute",0,"anderer",0,"gut",0,0,0
18.92,51,2018,"gute",0,"anderer",0,"gut",0,1,1
18.06,36,1972,"durchschnittliche",0,"Wohnblock",1,"wedernoch",1,1,0
12.46,65,1918,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
16.03,69,1972,"gute",0,"anderer",0,"gut",0,1,0
12.04,55,1972,"durchschnittliche",0,"Hochhaus",0,"gut",3,0,0
11.44,52,1924,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,1,0
10.3,47,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
15.96,47,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
15.88,85,1972,"gute",0,"anderer",0,"gut",0,1,0
12.36,89,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
15,65,1983,"gute",0,"anderer",0,"gut",0,0,0
12.18,78,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
8.69,60,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
8.58,42,2012.5,"gute",1,"anderer",0,"gut",0,2,0
13.48,69,1993.5,"gute",1,"anderer",0,"gut",1,1,0
13.15,62,1957.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",0,0,0
11.08,66,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
19.88,27,2020.5,"durchschnittliche",0,"anderer",0,"wedernoch",2,0,1
12.7,116,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
16.37,65,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.65,50,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,2,0
16.06,52,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
21.06,66,2020.5,"gute",1,"anderer",0,"gut",2,2,0
15,59,1957.5,"gute",1,"anderer",0,"gut",0,0,0
15.89,75,2012.5,"gute",1,"anderer",0,"gut",2,2,0
14.03,62,1957.5,"gute",1,"anderer",1,"gut",0,2,0
14.45,55,1957.5,"gute",0,"Wohnblock",0,"gut",0,1,0
17.25,89,1957.5,"durchschnittliche",1,"anderer",0,"gut",3,0,0
16.86,70,2012.5,"durchschnittliche",1,"anderer",0,"gut",2,1,0
16.88,80,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
11.28,71,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,1,0
10.41,79,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
24.31,51,1918,"durchschnittliche",0,"anderer",0,"gut",0,2,0
14.78,68,1972,"gute",0,"anderer",0,"gut",0,3,0
21.22,41,1924,"durchschnittliche",1,"anderer",0,"gut",0,3,0
11.89,66,1993.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
15.56,45,2003.5,"durchschnittliche",1,"anderer",0,"wedernoch",2,1,0
15.02,60,1957.5,"durchschnittliche",1,"anderer",0,"gut",1,2,0
14.86,95,1918,"durchschnittliche",1,"Wohnblock",0,"gut",1,0,0
7.22,99,1957.5,"durchschnittliche",1,"Wohnblock",0,"wedernoch",0,2,0
13.75,60,1972,"durchschnittliche",0,"anderer",1,"gut",0,2,0
7.98,75,1972,"durchschnittliche",0,"Wohnblock",0,"einfach",0,0,0
14.21,62,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
18.31,118,2018,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,1
10.84,67,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
8.14,79,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
17.78,50,1972,"beste",0,"anderer",0,"gut",0,1,0
13.2,103,2003.5,"gute",0,"anderer",0,"gut",0,1,0
11.96,107,2003.5,"gute",0,"anderer",0,"gut",0,1,0
14.67,120,1918,"gute",0,"anderer",0,"wedernoch",2,0,0
