"nmqm","wfl.gekappt","bj","WL","Zentral","Gebtyp.23","Modern.Boden","Boden.Fak","kue.score.23","bad.score23","Fussboden.Heizung"
16.61,24,1972,"gute",0,"anderer",0,"gut",1,0,0
12.78,72,1993.5,"gute",0,"anderer",0,"gut",3,1,1
14.64,84,1983,"gute",0,"anderer",0,"wedernoch",0,0,0
10.56,98,1983,"gute",0,"anderer",0,"gut",1,0,0
14.39,98,2003.5,"gute",0,"anderer",1,"gut",0,0,0
17.33,45,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",2,1,0
12.52,60,1983,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
15.16,95,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
11.12,48,1957.5,"gute",1,"anderer",0,"gut",0,2,0
10.17,58,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
9.98,154,1918,"gute",1,"anderer",0,"wedernoch",0,1,0
15.47,126,1918,"gute",1,"anderer",0,"gut",0,1,0
6.79,63,1957.5,"durchschnittliche",0,"anderer",0,"einfach",1,2,0
13.44,85,2003.5,"gute",0,"anderer",0,"gut",0,2,0
11.38,65,1983,"gute",0,"anderer",0,"gut",0,0,1
15.47,98,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
7.88,56,1939,"gute",0,"Wohnblock",0,"gut",0,1,0
11.82,57,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
18.24,71,1939,"durchschnittliche",0,"anderer",1,"gut",0,1,0
17.77,47,1918,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.47,53,1972,"gute",0,"anderer",0,"gut",2,1,0
11.82,68,1957.5,"gute",0,"Hochhaus",0,"gut",1,0,1
18,100,2003.5,"gute",0,"anderer",1,"gut",3,2,1
12.88,80,1957.5,"gute",0,"anderer",0,"gut",3,1,0
11.93,62,1957.5,"gute",0,"anderer",0,"wedernoch",3,1,0
11.61,76,1939,"durchschnittliche",0,"anderer",1,"gut",1,1,0
15.01,53,1993.5,"gute",0,"anderer",0,"gut",0,0,0
17.5,76,2012.5,"gute",0,"anderer",0,"gut",3,2,0
16.57,102,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
9.38,49,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
19.27,31,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,1
13.59,92,1957.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
18.93,42,2020.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
10.19,108,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
18,39,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,0,0
13.41,64,1918,"durchschnittliche",0,"anderer",0,"gut",0,1,0
17.19,89,1957.5,"gute",1,"Hochhaus",0,"gut",3,0,0
6.87,126,1918,"gute",1,"anderer",0,"wedernoch",0,1,0
15.82,60,1918,"gute",1,"anderer",0,"gut",0,0,0
15.8,56,1924,"gute",1,"anderer",0,"gut",0,1,0
15.82,55,1957.5,"gute",1,"Wohnblock",0,"gut",3,1,0
12.52,107,1918,"durchschnittliche",0,"anderer",0,"gut",0,2,0
6.48,79,1957.5,"durchschnittliche",0,"anderer",0,"einfach",0,1,0
10.96,50,1924,"gute",0,"anderer",0,"gut",0,1,0
12.07,82,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.16,62,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.93,59,1957.5,"gute",0,"Wohnblock",0,"gut",0,0,0
13,62,1924,"durchschnittliche",0,"anderer",0,"gut",2,0,0
10.24,62,1957.5,"gute",0,"anderer",0,"einfach",0,1,0
14.63,54,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
14.33,67,1939,"gute",0,"anderer",0,"gut",3,1,0
8.72,96,1972,"durchschnittliche",0,"Wohnblock",0,"einfach",0,0,0
13.64,66,1972,"durchschnittliche",0,"Hochhaus",0,"gut",2,0,0
20.34,59,1983,"durchschnittliche",0,"anderer",0,"gut",3,0,0
13.48,89,1972,"gute",0,"anderer",0,"gut",3,1,0
16.29,70,1972,"durchschnittliche",0,"Hochhaus",0,"gut",2,0,0
11.59,59,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",2,0,0
16.66,63,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,2,0
15.4,126,2003.5,"durchschnittliche",1,"anderer",0,"gut",3,2,0
14.94,85,1918,"gute",1,"anderer",0,"gut",0,0,0
11.8,81,2012.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
10.96,73,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
15.48,115,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
13.91,92,1918,"gute",1,"anderer",0,"gut",0,2,0
11.46,69,1983,"gute",1,"anderer",0,"gut",0,0,0
16.14,132,1972,"durchschnittliche",1,"anderer",1,"gut",3,2,0
10.1,107,1983,"durchschnittliche",1,"anderer",0,"gut",0,1,0
11.4,31,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
23.53,51,1924,"gute",1,"anderer",1,"gut",3,0,0
18.13,80,2003.5,"durchschnittliche",1,"anderer",0,"gut",2,2,0
13.08,52,1957.5,"durchschnittliche",1,"anderer",0,"gut",2,2,0
18.03,38,1972,"gute",1,"anderer",0,"gut",1,0,0
14.63,94,1957.5,"gute",1,"anderer",0,"gut",0,0,0
12.92,60,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
12.36,55,1972,"gute",0,"anderer",0,"gut",0,0,0
12.16,55,1918,"durchschnittliche",0,"anderer",0,"gut",0,1,0
9.86,88,1939,"durchschnittliche",0,"Wohnblock",1,"gut",0,0,0
8.45,89,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
18.01,85,2003.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
13.47,72,1957.5,"durchschnittliche",1,"anderer",1,"gut",0,2,0
17.38,61,1957.5,"durchschnittliche",0,"anderer",1,"wedernoch",0,2,0
13.21,81,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,1,0
11.97,80,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
14.2,81,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
17.18,65,1918,"durchschnittliche",1,"anderer",0,"gut",0,2,0
14.85,101,1983,"durchschnittliche",1,"anderer",0,"gut",3,1,0
15.72,116,2012.5,"durchschnittliche",1,"anderer",0,"gut",0,3,1
14.83,60,1918,"durchschnittliche",1,"anderer",0,"gut",3,0,0
15.49,55,1972,"durchschnittliche",1,"Hochhaus",0,"gut",2,2,0
19.69,65,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
15.66,98,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
13.06,49,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
18.38,37,1957.5,"durchschnittliche",0,"anderer",1,"wedernoch",0,0,0
17.26,106,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
14.03,77,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
16.45,55,2003.5,"gute",1,"anderer",1,"gut",3,1,0
14.18,73,1918,"durchschnittliche",0,"anderer",0,"gut",1,0,0
6.93,120,2012.5,"durchschnittliche",1,"Wohnblock",1,"wedernoch",0,1,0
14.88,121,1924,"durchschnittliche",1,"anderer",0,"gut",0,2,0
24.69,32,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
7.38,65,1924,"durchschnittliche",1,"Wohnblock",0,"gut",0,0,0
15.53,131,1918,"durchschnittliche",1,"anderer",0,"gut",0,2,0
6.76,97,1924,"durchschnittliche",1,"Wohnblock",0,"gut",0,2,0
16.13,31,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
16.33,54,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.08,48,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.79,87,1983,"durchschnittliche",0,"anderer",0,"gut",0,0,0
14.04,52,1972,"gute",1,"anderer",0,"gut",0,1,0
8.62,85,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,1,0
11.37,76,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
14.64,160,2012.5,"gute",0,"anderer",0,"wedernoch",3,3,1
15,69,1972,"gute",0,"anderer",0,"gut",0,1,1
15.32,79,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
16.25,48,1993.5,"gute",0,"anderer",0,"gut",0,1,0
11.64,67,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
15.32,47,1993.5,"durchschnittliche",0,"Wohnblock",0,"wedernoch",3,0,0
17.45,86,2018,"gute",0,"anderer",0,"gut",3,2,1
15.44,103,2003.5,"gute",0,"anderer",0,"gut",3,1,0
9.24,100,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
16.67,78,1924,"durchschnittliche",0,"Wohnblock",0,"gut",0,0,0
9.21,65,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
11.47,78,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,1,0
12.38,101,1924,"gute",0,"anderer",0,"gut",0,2,0
15.6,75,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
12.69,59,1993.5,"gute",1,"Wohnblock",0,"gut",0,1,0
14.34,83,1983,"durchschnittliche",1,"anderer",0,"gut",0,2,0
6.3,44,1957.5,"durchschnittliche",1,"Wohnblock",0,"wedernoch",0,0,0
6.86,97,1918,"durchschnittliche",1,"anderer",0,"einfach",0,1,0
7.02,49,1957.5,"durchschnittliche",1,"Wohnblock",1,"gut",0,1,0
10.95,81,1939,"gute",0,"anderer",0,"gut",0,0,0
17.86,42,1957.5,"durchschnittliche",1,"anderer",0,"einfach",0,1,0
22.86,77,1939,"gute",1,"anderer",0,"gut",0,3,0
14.79,95,1918,"gute",1,"anderer",0,"gut",0,2,0
16.03,78,1918,"gute",1,"anderer",0,"gut",0,0,0
12.82,54,1972,"gute",1,"anderer",0,"gut",0,0,0
13.17,108,1918,"gute",1,"anderer",0,"wedernoch",0,1,0
16,70,1972,"gute",1,"anderer",0,"gut",3,0,0
20.52,43,1918,"gute",1,"anderer",0,"gut",2,1,0
12.94,65,1983,"gute",1,"anderer",0,"gut",0,0,0
11.25,80,1918,"durchschnittliche",1,"anderer",1,"gut",0,0,0
11.93,92,1918,"gute",1,"anderer",0,"gut",0,0,0
15.58,77,2003.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
14.15,53,1918,"gute",1,"anderer",0,"gut",3,0,0
14.91,55,1957.5,"gute",1,"anderer",0,"gut",0,1,0
16,135,1918,"durchschnittliche",1,"anderer",0,"gut",0,2,0
16.67,66,1983,"gute",1,"anderer",0,"gut",1,1,0
11.94,115,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
13.68,57,1957.5,"gute",1,"anderer",0,"gut",0,1,0
18.91,52,1957.5,"beste",1,"anderer",0,"gut",0,0,0
17.01,67,1918,"gute",0,"anderer",1,"gut",2,2,0
11.44,125,1983,"gute",0,"anderer",0,"gut",0,3,0
17.08,24,1957.5,"gute",0,"anderer",0,"gut",0,1,0
18.24,74,1957.5,"durchschnittliche",0,"anderer",1,"gut",3,1,0
13.98,115,1939,"gute",0,"anderer",0,"gut",0,0,0
18.08,130,1918,"gute",0,"anderer",0,"wedernoch",0,1,0
17.09,113,1918,"gute",0,"anderer",0,"gut",0,2,0
14.29,112,1924,"gute",0,"anderer",0,"gut",0,1,0
19.59,101,2018,"gute",0,"anderer",0,"wedernoch",3,2,1
15.78,92,2012.5,"gute",0,"anderer",0,"wedernoch",0,0,1
18.1,32,1957.5,"gute",0,"anderer",0,"gut",1,1,0
17.19,32,1972,"gute",0,"Hochhaus",0,"gut",1,0,0
13.33,108,2003.5,"gute",0,"anderer",0,"gut",3,2,0
11.3,27,1957.5,"durchschnittliche",0,"anderer",0,"wedernoch",1,0,0
18.75,24,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",1,0,0
13.06,98,1972,"durchschnittliche",0,"Hochhaus",1,"gut",0,2,0
14.47,89,2012.5,"gute",0,"anderer",0,"gut",3,1,1
15.63,43,1993.5,"gute",0,"Wohnblock",0,"gut",1,0,0
11.6,80,1993.5,"gute",0,"anderer",0,"gut",0,0,0
13.51,39,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
8.83,85,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
11.21,116,1983,"gute",0,"Wohnblock",0,"gut",0,1,0
13.26,125,1972,"gute",0,"anderer",0,"wedernoch",1,0,0
13.81,63,1983,"gute",0,"Hochhaus",0,"gut",0,0,0
17.18,78,1983,"beste",0,"anderer",0,"gut",2,0,0
10.35,71,1957.5,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
15.21,71,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
12.21,77,1983,"gute",0,"anderer",0,"gut",0,2,0
11.05,107,1983,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
10.51,80,1918,"gute",1,"anderer",1,"wedernoch",0,1,0
13.84,103,1918,"gute",1,"anderer",0,"gut",0,0,0
10.87,69,1983,"gute",1,"anderer",0,"gut",0,0,0
11.54,91,1918,"gute",1,"anderer",0,"gut",0,1,0
15.36,102,1918,"gute",1,"anderer",0,"gut",0,1,0
16.13,69,1957.5,"gute",1,"anderer",0,"gut",0,2,0
18.74,87,1918,"gute",1,"anderer",0,"gut",0,1,0
12.12,99,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,2,0
12.27,110,1983,"durchschnittliche",0,"anderer",0,"gut",3,1,0
21.77,73,1939,"durchschnittliche",0,"anderer",0,"gut",2,1,0
15.01,82,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,2,0
14.3,86,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
15.25,56,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,0
11.23,69,1993.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
16.59,44,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,0,1
13.04,68,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,2,1
17.45,51,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,2,1
6.61,108,1918,"gute",1,"anderer",0,"wedernoch",0,1,0
12.82,74,1924,"gute",1,"anderer",0,"gut",0,0,0
11.37,63,1939,"gute",1,"anderer",0,"gut",0,0,0
16.22,68,1924,"gute",1,"anderer",0,"gut",0,0,0
13.58,81,1957.5,"gute",1,"anderer",0,"gut",0,1,0
16.43,47,1957.5,"gute",1,"anderer",0,"gut",0,1,0
13.77,48,1918,"gute",1,"anderer",0,"gut",0,0,0
7.28,68,1939,"gute",1,"anderer",0,"gut",0,0,0
9,80,1957.5,"beste",1,"anderer",0,"wedernoch",0,0,0
23.35,73,1957.5,"beste",1,"anderer",0,"gut",0,1,0
11.08,88,1957.5,"beste",1,"anderer",0,"wedernoch",0,0,0
11.1,83,1918,"gute",1,"anderer",0,"gut",0,0,0
16.81,39,1957.5,"gute",1,"anderer",0,"gut",0,1,0
12.55,55,1957.5,"gute",1,"anderer",0,"gut",0,2,0
13.73,55,1993.5,"gute",1,"anderer",0,"wedernoch",0,0,1
15,70,1993.5,"gute",1,"anderer",0,"wedernoch",0,0,1
14.56,57,2003.5,"gute",0,"anderer",0,"gut",3,1,0
12.65,64,1972,"durchschnittliche",0,"anderer",0,"wedernoch",0,0,0
11.57,84,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13.05,59,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
13.51,105,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
12.54,57,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
11.02,49,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",2,1,0
17.64,55,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,0,0
13.89,72,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
14.6,63,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",0,2,1
14.33,127,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,2,0
11.03,68,2003.5,"gute",0,"anderer",1,"gut",0,1,0
12.82,62,1957.5,"gute",0,"anderer",0,"gut",0,1,0
9.1,64,1957.5,"gute",0,"anderer",0,"gut",0,2,0
15.96,50,1957.5,"gute",0,"anderer",1,"gut",0,0,0
8.97,70,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
7.11,22,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.73,96,1972,"beste",0,"anderer",0,"gut",0,1,0
13.93,75,1993.5,"beste",0,"anderer",0,"gut",3,3,0
16.53,97,2003.5,"beste",0,"anderer",0,"gut",3,3,1
10.52,68,1924,"gute",1,"anderer",0,"gut",0,1,0
18.9,82,1957.5,"gute",1,"anderer",0,"gut",0,1,0
13.42,60,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
17,75,1918,"durchschnittliche",0,"anderer",0,"gut",1,2,0
13.57,49,1957.5,"durchschnittliche",0,"anderer",1,"gut",0,2,0
11.47,51,1957.5,"gute",1,"anderer",0,"gut",0,0,0
17.6,52,1957.5,"gute",1,"anderer",1,"gut",3,2,0
13.28,70,1993.5,"durchschnittliche",0,"anderer",1,"wedernoch",0,0,0
11.87,150,2012.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
11.19,72,1972,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
10.37,90,1939,"durchschnittliche",0,"anderer",0,"gut",2,1,0
13.17,63,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,1
11.59,157,1972,"gute",0,"anderer",0,"gut",3,2,0
13.57,77,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",3,0,0
20.15,65,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
23.09,34,1918,"beste",0,"anderer",0,"gut",0,0,0
14.26,47,1972,"durchschnittliche",1,"anderer",0,"gut",1,1,0
9.67,63,1918,"gute",1,"Wohnblock",1,"gut",0,2,0
13.39,56,1957.5,"gute",1,"Hochhaus",0,"gut",2,2,0
4.86,63,1924,"durchschnittliche",1,"anderer",0,"wedernoch",0,0,0
12.13,100,2003.5,"gute",1,"anderer",0,"gut",0,1,0
20.31,64,1972,"gute",1,"Hochhaus",0,"gut",0,0,0
13.52,74,1972,"gute",1,"anderer",0,"gut",1,0,0
17.53,79,1983,"durchschnittliche",1,"anderer",0,"gut",0,0,0
23.24,34,1957.5,"gute",1,"anderer",0,"gut",0,0,0
18.8,64,2012.5,"gute",1,"anderer",0,"gut",3,2,1
23,40,1993.5,"gute",0,"anderer",1,"gut",2,0,1
12.28,74,1983,"gute",0,"anderer",0,"wedernoch",3,0,0
17.89,65,2012.5,"gute",0,"anderer",0,"gut",0,2,1
13.09,55,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.88,56,2003.5,"durchschnittliche",0,"anderer",0,"gut",2,1,0
13.08,39,2003.5,"gute",0,"anderer",0,"wedernoch",0,1,0
15.07,75,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
13.25,70,1957.5,"gute",0,"anderer",0,"gut",2,1,0
13.57,98,2003.5,"gute",1,"anderer",0,"gut",0,2,1
14.09,96,2012.5,"durchschnittliche",1,"Wohnblock",0,"gut",0,1,0
22.65,117,1957.5,"gute",1,"anderer",0,"gut",3,2,1
20.24,71,1957.5,"beste",1,"anderer",1,"gut",0,1,0
13.35,70,1957.5,"durchschnittliche",0,"anderer",0,"gut",1,0,0
8.92,40,1972,"durchschnittliche",0,"Hochhaus",0,"wedernoch",0,0,0
17.28,80,1957.5,"gute",1,"anderer",0,"gut",0,1,0
15.11,85,1918,"beste",1,"anderer",0,"gut",0,2,0
11.22,67,1972,"gute",1,"anderer",0,"wedernoch",0,0,0
16.67,45,1983,"gute",1,"anderer",0,"gut",0,1,0
13.35,87,1918,"beste",1,"anderer",1,"gut",0,1,0
19.21,29,1972,"beste",1,"anderer",1,"gut",0,2,0
19.81,120,1918,"beste",1,"anderer",0,"gut",0,2,1
24.07,27,1957.5,"gute",1,"anderer",0,"gut",0,1,0
11.18,85,1993.5,"gute",1,"anderer",0,"gut",0,1,0
11.89,75,1957.5,"gute",1,"anderer",0,"gut",0,0,0
13.21,105,1983,"gute",1,"anderer",0,"wedernoch",0,0,1
11.14,68,1972,"gute",1,"anderer",0,"wedernoch",0,0,0
13.26,72,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
8.02,70,1957.5,"gute",1,"anderer",0,"wedernoch",0,0,0
21.94,54,1957.5,"gute",1,"anderer",0,"wedernoch",1,0,0
20.71,70,1983,"gute",1,"anderer",0,"gut",0,0,1
17.6,92,1939,"gute",1,"anderer",0,"gut",0,1,0
12.01,107,1957.5,"gute",1,"anderer",0,"gut",0,2,0
12.2,60,1957.5,"gute",1,"anderer",0,"gut",1,0,0
17.46,126,1918,"gute",1,"anderer",0,"gut",0,1,0
25.26,38,2012.5,"gute",1,"anderer",0,"gut",0,1,1
19.49,39,2003.5,"gute",1,"anderer",0,"gut",0,1,1
9.33,84,1924,"gute",1,"Wohnblock",0,"gut",0,2,0
14.31,60,1957.5,"gute",1,"anderer",0,"gut",0,1,0
12.73,55,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
13.04,56,1957.5,"gute",1,"anderer",0,"gut",1,0,0
18.31,124,2012.5,"gute",1,"anderer",0,"gut",0,2,1
17.97,79,1957.5,"gute",1,"anderer",0,"gut",0,0,0
14.14,58,1918,"gute",1,"anderer",0,"wedernoch",0,0,0
8.21,83,1939,"gute",1,"Wohnblock",0,"gut",0,0,0
18.08,60,1957.5,"gute",0,"anderer",0,"gut",0,1,0
16.16,146,2003.5,"gute",0,"anderer",0,"gut",0,3,0
22.22,36,1918,"gute",0,"anderer",0,"gut",2,1,0
19.77,43,1918,"gute",0,"anderer",1,"gut",3,3,0
17.6,125,1918,"gute",0,"anderer",0,"gut",0,1,0
27.59,81,2018,"gute",0,"anderer",0,"wedernoch",3,2,1
13.5,70,1939,"durchschnittliche",0,"anderer",0,"gut",3,1,0
6.5,76,1957.5,"gute",0,"Wohnblock",0,"gut",0,1,0
14,125,1918,"gute",0,"anderer",0,"wedernoch",0,0,0
26,40,1972,"gute",0,"Hochhaus",1,"wedernoch",2,2,0
11.9,63,1972,"durchschnittliche",0,"anderer",0,"gut",3,2,0
11.13,68,1972,"gute",0,"Wohnblock",0,"gut",3,0,0
12.86,70,1993.5,"gute",0,"anderer",0,"gut",2,0,0
13.49,67,1957.5,"durchschnittliche",0,"Wohnblock",1,"gut",0,1,0
14.04,52,1957.5,"gute",0,"Wohnblock",1,"gut",0,1,0
20.19,52,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
17.5,44,1983,"durchschnittliche",0,"anderer",0,"gut",2,0,0
15.44,68,2012.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
17.25,40,1983,"gute",0,"anderer",0,"gut",0,0,0
19.64,56,2020.5,"gute",0,"anderer",0,"gut",3,2,1
14.85,51,1939,"durchschnittliche",0,"anderer",0,"gut",0,1,0
14.14,54,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.92,48,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
15.43,82,1993.5,"durchschnittliche",0,"anderer",0,"gut",1,1,0
18.83,77,2012.5,"gute",0,"anderer",0,"wedernoch",2,2,1
14.46,83,1972,"gute",0,"anderer",0,"gut",0,1,0
12,60,1972,"durchschnittliche",0,"anderer",0,"gut",0,0,0
12.57,74,1972,"gute",0,"anderer",0,"gut",0,1,0
15.2,102,2012.5,"gute",0,"anderer",0,"gut",0,3,1
18,35,1983,"durchschnittliche",0,"Wohnblock",1,"gut",0,0,0
16.28,78,1983,"durchschnittliche",0,"anderer",1,"gut",0,0,1
18.28,99,2018,"durchschnittliche",0,"anderer",0,"gut",3,2,1
14.37,103,1972,"durchschnittliche",0,"anderer",0,"gut",3,1,0
15.25,59,1972,"durchschnittliche",0,"anderer",0,"gut",3,0,0
11.14,88,1972,"durchschnittliche",0,"Hochhaus",0,"gut",1,1,0
15.54,65,1972,"durchschnittliche",0,"anderer",1,"gut",0,0,1
16.92,79,2012.5,"gute",0,"anderer",0,"gut",0,2,0
15.16,92,1983,"gute",0,"anderer",0,"gut",2,1,0
15.16,81,1957.5,"durchschnittliche",0,"anderer",0,"gut",2,0,0
16.07,84,1983,"durchschnittliche",0,"anderer",1,"gut",0,2,0
18.87,53,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,1,1
15,65,1957.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
13.73,79,1957.5,"durchschnittliche",1,"anderer",0,"gut",0,0,0
16.69,55,1957.5,"durchschnittliche",0,"Wohnblock",0,"einfach",2,1,0
11.02,66,1918,"durchschnittliche",1,"anderer",0,"gut",0,1,0
15,58,2003.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
16.4,68,2003.5,"durchschnittliche",0,"anderer",1,"gut",3,1,1
9.89,66,1972,"durchschnittliche",1,"anderer",0,"gut",1,0,0
13.68,89,1918,"durchschnittliche",1,"anderer",0,"gut",1,1,0
19.38,65,1918,"durchschnittliche",1,"anderer",0,"gut",3,3,0
8.13,63,1957.5,"durchschnittliche",1,"anderer",0,"einfach",0,0,0
12.44,105,1918,"durchschnittliche",1,"anderer",0,"wedernoch",0,2,0
17.65,102,2012.5,"durchschnittliche",0,"anderer",0,"gut",0,3,1
19.01,101,2018,"durchschnittliche",0,"anderer",0,"gut",3,3,1
15.84,72,2003.5,"durchschnittliche",0,"anderer",0,"gut",3,1,0
14.58,80,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,1,0
12.72,95,1993.5,"durchschnittliche",0,"anderer",0,"gut",0,0,0
13.43,85,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
17.14,55,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,1,0
17.87,55,1983,"durchschnittliche",0,"anderer",0,"gut",0,1,0
13,60,1918,"durchschnittliche",0,"anderer",1,"gut",2,0,0
14.87,46,1972,"durchschnittliche",0,"Hochhaus",0,"gut",0,0,0
15.62,73,1993.5,"durchschnittliche",0,"Wohnblock",0,"gut",0,1,0
15.25,80,1993.5,"durchschnittliche",0,"anderer",0,"wedernoch",3,0,0
10.75,75,1972,"durchschnittliche",0,"anderer",0,"gut",0,1,0
9,59,1957.5,"durchschnittliche",0,"Wohnblock",0,"gut",1,1,0
26.09,46,2003.5,"gute",1,"anderer",1,"gut",2,1,1
14.52,120,1924,"durchschnittliche",1,"anderer",1,"gut",0,2,0
18.97,58,1918,"durchschnittliche",0,"anderer",1,"gut",0,2,0
13.46,52,1939,"durchschnittliche",1,"anderer",1,"gut",0,2,0
13.43,54,1957.5,"durchschnittliche",1,"Wohnblock",1,"gut",0,0,0
16.15,86,2012.5,"durchschnittliche",1,"anderer",0,"gut",0,2,1
16.28,57,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
15.73,86,1918,"durchschnittliche",1,"anderer",0,"gut",0,0,0
17.69,65,1993.5,"durchschnittliche",1,"anderer",0,"gut",3,0,0
16.94,36,1993.5,"durchschnittliche",1,"anderer",0,"gut",3,0,0
15.33,114,2012.5,"durchschnittliche",1,"anderer",0,"gut",0,2,1
15.73,62,2003.5,"durchschnittliche",1,"anderer",0,"gut",0,1,1
12.42,64,1993.5,"durchschnittliche",1,"anderer",0,"gut",0,1,0
17.79,43,1957.5,"durchschnittliche",1,"anderer",1,"gut",0,0,0
23.16,108,2012.5,"durchschnittliche",1,"anderer",0,"gut",3,1,0
